cell ,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,,,cell ,,,,,,,,,
1,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,,,,,,,,,,10,,,,,,,,,
Cell_01_0002_SpTimes,Cell_01_0003_SpTimes,Cell_01_0004_SpTimes,Cell_01_0005_SpTimes,Cell_01_0006_SpTimes,Cell_01_0007_SpTimes,Cell_01_0008_SpTimes,Cell_01_0009_SpTimes,Cell_01_0010_SpTimes,,Cell_01_0011_SpTimes,Cell_01_0012_SpTimes,Cell_01_0013_SpTimes,Cell_01_0014_SpTimes,Cell_01_0015_SpTimes,Cell_01_0016_SpTimes,Cell_01_0017_SpTimes,Cell_01_0018_SpTimes,Cell_01_0019_SpTimes,Cell_01_0020_SpTimes,,Cell_01_0021_SpTimes,Cell_01_0023_SpTimes,Cell_01_0022_SpTimes,Cell_01_0024_SpTimes,Cell_01_0025_SpTimes,Cell_01_0026_SpTimes,Cell_01_0030_SpTimes,,Cell_01_0121_SpTimes,Cell_01_0122_SpTimes,Cell_01_0123_SpTimes,Cell_01_0124_SpTimes,Cell_01_0125_SpTimes,Cell_01_0126_SpTimes,Cell_01_0127_SpTimes,Cell_01_0128_SpTimes,Cell_01_0129_SpTimes,Cell_01_0130_SpTimes,,Cell_01_0031_SpTimes,Cell_01_0032_SpTimes,Cell_01_0033_SpTimes,Cell_01_0034_SpTimes,Cell_01_0035_SpTimes,Cell_01_0036_SpTimes,Cell_01_0037_SpTimes,Cell_01_0038_SpTimes,Cell_01_0039_SpTimes,Cell_01_0040_SpTimes,,Cell_01_0041_SpTimes,Cell_01_0042_SpTimes,Cell_01_0043_SpTimes,Cell_01_0044_SpTimes,Cell_01_0045_SpTimes,Cell_01_0046_SpTimes,Cell_01_0047_SpTimes,Cell_01_0048_SpTimes,Cell_01_0049_SpTimes,Cell_01_0050_SpTimes,,Cell_01_0061_SpTimes,Cell_01_0062_SpTimes,Cell_01_0063_SpTimes,Cell_01_0064_SpTimes,Cell_01_0065_SpTimes,Cell_01_0066_SpTimes,Cell_01_0067_SpTimes,Cell_01_0068_SpTimes,Cell_01_0069_SpTimes,Cell_01_0070_SpTimes,,Cell_01_0071_SpTimes,Cell_01_0072_SpTimes,Cell_01_0073_SpTimes,Cell_01_0074_SpTimes,Cell_01_0075_SpTimes,Cell_01_0076_SpTimes,Cell_01_0077_SpTimes,Cell_01_0078_SpTimes,Cell_01_0079_SpTimes,Cell_01_0080_SpTimes,,Cell_01_0081_SpTimes,Cell_01_0082_SpTimes,Cell_01_0083_SpTimes,Cell_01_0084_SpTimes,Cell_01_0085_SpTimes,Cell_01_0086_SpTimes,Cell_01_0087_SpTimes,Cell_01_0088_SpTimes,Cell_01_0089_SpTimes,Cell_01_0090_SpTimes,,Cell_01_0091_SpTimes,Cell_01_0092_SpTimes,Cell_01_0093_SpTimes,Cell_01_0094_SpTimes,Cell_01_0095_SpTimes,Cell_01_0096_SpTimes,Cell_01_0100_SpTimes,Cell_01_0099_SpTimes,Cell_01_0098_SpTimes,Cell_01_0097_SpTimes
1.01361,0.831147,0.801153,0.699905,0.75928,0.738072,0.952738,0.865457,0.684731,,1.02581,0.938579,0.949908,0.850246,1.33953,0.694902,0.816354,1.07249,1.02462,1.06025,,0.531243,0.575483,0.609032,0.639939,0.723907,0.634862,0.390669,,0.441203,0.411377,0.444105,0.499876,0.884941,1.2276,1.74231,2.11731,1.8968,1.35666,,1.62045,1.55881,1.55081,1.58613,1.59293,1.63863,1.47062,1.5415,1.54127,1.5241,,1.32203,1.38793,1.39637,1.25987,1.27662,1.36904,1.43238,1.40679,1.45555,1.39443,,0.249228,0.443056,0.261865,0.252795,0.254099,0.421223,0.264893,0.261853,0.25967,0.26235,,0.426599,0.433932,0.423679,0.414227,0.449493,0.424512,0.412461,0.413635,0.397499,0.43279,,0.577163,0.568267,0.553355,0.57467,0.546211,0.563224,0.574907,0.565616,0.53003,0.548709,,0.515229,0.511909,0.502595,0.502711,0.497419,0.512997,0.463578,0.482572,0.482725,0.482743
1.05008,0.873185,0.837213,0.73803,0.785044,0.770679,1.00924,0.904704,0.712834,,1.07129,0.979012,0.992131,0.894833,1.37537,0.727059,0.85356,1.11899,1.09419,1.10171,,0.558289,0.596749,0.633952,0.673693,0.751448,0.658945,0.410887,,0.460296,0.438124,0.464105,0.522531,0.93849,1.32053,1.81511,2.17337,1.94541,1.40767,,1.69898,1.63377,1.62588,1.65597,1.67115,1.7067,1.5354,1.61507,1.6121,1.58932,,1.38297,1.46562,1.45912,1.3216,1.34634,1.4361,1.49967,1.47375,1.52164,1.46891,,0.261366,0.455788,0.273535,0.264641,0.267915,0.433441,0.27573,0.275011,0.270864,0.273518,,0.446144,0.453752,0.443015,0.433556,0.471258,0.44341,0.432238,0.431928,0.414302,0.452928,,0.597756,0.592728,0.580432,0.602154,0.572967,0.589526,0.601702,0.593014,0.555264,0.573799,,0.539086,0.536863,0.525029,0.5242,0.521272,0.534714,0.489531,0.505204,0.504888,0.501958
1.08386,0.899419,0.9016,0.766388,0.821972,0.807148,1.06552,0.936553,0.73965,,1.11121,1.01456,1.02622,0.934242,1.40642,0.760149,0.895827,1.15554,1.13983,1.15176,,0.57878,0.624676,0.659746,0.704398,0.790025,0.684501,0.430994,,0.480098,0.45596,0.488084,0.545176,0.980299,1.3796,1.91646,2.22653,2.00455,1.45128,,1.77382,1.70459,1.69472,1.73278,1.74477,1.7861,1.60597,1.68795,1.68412,1.65882,,1.46644,1.52332,1.52541,1.3753,1.40333,1.50082,1.56866,1.52908,1.59613,1.53627,,0.271503,0.467218,0.286074,0.275868,0.279323,0.444954,0.288025,0.287124,0.282132,0.285326,,0.465941,0.4745,0.463767,0.454177,0.489101,0.463388,0.452256,0.451727,0.433001,0.473954,,0.626162,0.619592,0.607261,0.625992,0.597667,0.616599,0.630955,0.619887,0.583872,0.600952,,0.563413,0.561355,0.548473,0.546658,0.542926,0.558486,0.508126,0.528737,0.52601,0.523883
1.176,0.945785,0.931758,0.796453,0.857016,0.845098,1.1095,0.978966,0.769338,,1.16425,1.07071,1.05608,0.971561,1.5147,0.790615,0.942278,1.20979,1.21454,1.18681,,0.607248,0.653564,0.696549,0.733618,0.818003,0.713725,0.448665,,0.499492,0.475775,0.507061,0.567516,1.01395,1.41533,2.04358,2.29055,2.07142,1.51389,,1.84495,1.77743,1.7739,1.81122,1.81718,1.85113,1.68063,1.76505,1.75021,1.7302,,1.54471,1.60201,1.58663,1.4437,1.4665,1.56499,1.62661,1.59227,1.67091,1.59341,,0.28274,0.491049,0.299063,0.286643,0.290609,0.470004,0.301072,0.299085,0.294271,0.298025,,0.485852,0.493735,0.482045,0.473551,0.510282,0.48313,0.470872,0.474031,0.449425,0.493342,,0.656566,0.641679,0.629903,0.6529,0.624678,0.642342,0.653341,0.642419,0.611311,0.632802,,0.590281,0.584513,0.569254,0.569211,0.563505,0.582165,0.529931,0.549524,0.552195,0.545709
1.20805,0.98015,0.966543,0.824315,0.885918,0.871612,1.14145,1.02271,0.797552,,1.24461,1.12502,1.09865,1.00719,1.5487,0.8284,0.978037,1.25268,1.24761,1.22828,,0.629059,0.678091,0.722947,0.759903,0.8648,0.739474,0.465697,,0.51782,0.492779,0.524776,0.592268,1.06447,1.48573,2.1197,2.38601,2.12499,1.57072,,1.92486,1.84074,1.84939,1.88283,1.89264,1.92249,1.75376,1.83708,1.81533,1.79964,,1.61596,1.67593,1.64565,1.50696,1.53559,1.63232,1.69319,1.65416,1.74147,1.65995,,0.291634,0.505158,0.311914,0.299922,0.302409,0.481401,0.313966,0.312503,0.305098,0.309193,,0.50656,0.515791,0.50139,0.493241,0.529719,0.503678,0.490516,0.491048,0.466844,0.51376,,0.680317,0.667993,0.656111,0.678631,0.64999,0.666351,0.676269,0.667521,0.6375,0.655864,,0.614147,0.607218,0.59216,0.595371,0.58685,0.602605,0.550058,0.572154,0.574749,0.568391
1.24531,1.01487,0.990591,0.856031,0.920424,0.904392,1.17428,1.0635,0.832285,,1.27976,1.16295,1.13077,1.04767,1.59032,0.865316,1.02373,1.2947,1.30599,1.27472,,0.654852,0.704754,0.754257,0.791113,0.888903,0.772491,0.481494,,0.537189,0.514684,0.545701,0.62345,1.10526,1.57503,2.19183,2.46661,2.22122,1.64459,,1.99851,1.91515,1.92181,1.9579,1.96487,1.99641,1.82096,1.90725,1.88719,1.86757,,1.68658,1.73706,1.70154,1.56216,1.59787,1.69597,1.75401,1.70877,1.80597,1.72263,,0.303489,0.516549,0.324171,0.310824,0.312736,0.505128,0.326383,0.323957,0.317794,0.324074,,0.527609,0.534635,0.524438,0.511331,0.549566,0.522559,0.51317,0.510392,0.484725,0.5333,,0.704909,0.692863,0.680921,0.707218,0.675963,0.691518,0.70447,0.696853,0.666637,0.680512,,0.638318,0.631322,0.613731,0.618336,0.609465,0.623755,0.573178,0.594046,0.599752,0.589237
1.29979,1.05533,1.01913,0.882485,0.953079,0.944589,1.22537,1.10134,0.861784,,1.33827,1.20564,1.18017,1.08411,1.71419,0.896072,1.07132,1.34219,1.36894,1.31906,,0.682064,0.731451,0.779156,0.82051,0.927022,0.803643,0.498423,,0.558489,0.530453,0.567487,0.648955,1.16703,1.61106,2.28947,2.56559,2.26119,1.72376,,2.07363,1.99124,2.00044,2.03082,2.03942,2.07372,1.88928,1.97713,1.95641,1.94116,,1.74896,1.80137,1.76558,1.63002,1.66441,1.76151,1.81346,1.77192,1.87783,1.78101,,0.314236,0.527484,0.337415,0.323566,0.327934,0.516962,0.339515,0.339202,0.329632,0.334831,,0.548179,0.552712,0.542919,0.529905,0.571756,0.542932,0.531606,0.53125,0.50379,0.554625,,0.731828,0.719275,0.706918,0.735522,0.702382,0.71809,0.73034,0.723093,0.691945,0.711498,,0.663609,0.655203,0.637539,0.641965,0.655849,0.647065,0.594623,0.615311,0.621399,0.611716
1.32821,1.09285,1.06123,0.914434,0.984751,0.971511,1.26303,1.1358,0.893861,,1.37169,1.25937,1.21927,1.11867,1.74938,0.924081,1.10866,1.38764,1.40902,1.36098,,0.706934,0.754727,0.803398,0.848847,0.961751,0.830091,0.516763,,0.575628,0.550245,0.588539,0.674686,1.2106,1.68112,2.34,2.63132,2.36854,1.77598,,2.14613,2.05778,2.07448,2.10363,2.11522,2.14629,1.96124,2.04886,2.03135,2.01115,,1.81595,1.85971,1.82624,1.68814,1.74142,1.82318,1.86743,1.83038,1.95204,1.8554,,0.325619,0.56305,0.347078,0.336074,0.338626,0.566335,0.35117,0.349829,0.342427,0.347758,,0.566724,0.574084,0.562727,0.552253,0.588397,0.562671,0.550448,0.549981,0.519617,0.574568,,0.755158,0.747186,0.732945,0.763167,0.730896,0.747074,0.761133,0.752302,0.718276,0.738937,,0.685888,0.676876,0.661452,0.663156,0.678184,0.667758,0.615125,0.637848,0.643359,0.634115
1.37201,1.12768,1.092,0.949124,1.02802,1.00551,1.29177,1.19926,0.919292,,1.42702,1.2995,1.25648,1.15156,1.7807,0.9613,1.14476,1.44465,1.46503,1.39757,,0.742032,0.788775,0.836233,0.872965,0.998289,0.859121,0.532728,,0.631591,0.569746,0.609141,0.693116,1.2512,1.75329,2.45488,2.80047,2.45562,1.85254,,2.222,2.13378,2.14826,2.17934,2.19315,2.21705,2.038,2.1166,2.09898,2.08393,,1.88435,1.92548,1.88348,1.7457,1.80214,1.8824,1.93662,1.88841,2.02373,1.91914,,0.337486,0.57711,0.35922,0.348325,0.351397,0.589079,0.363506,0.362102,0.355735,0.360107,,0.586171,0.593864,0.583475,0.570375,0.613103,0.582636,0.571052,0.569874,0.537898,0.595699,,0.781591,0.770794,0.756444,0.78758,0.756368,0.772647,0.790057,0.777446,0.743975,0.766392,,0.708993,0.701716,0.683865,0.687593,0.701447,0.692294,0.640062,0.658545,0.667093,0.656171
1.40364,1.16782,1.12928,0.980957,1.05349,1.05667,1.33126,1.2366,0.943328,,1.48074,1.35779,1.30175,1.19133,1.87375,0.995727,1.18242,1.48364,1.50687,1.43359,,0.769731,0.80993,0.865763,0.898402,1.02074,0.892898,0.549271,,0.656032,0.589682,0.634396,0.721441,1.28498,1.8129,2.56984,2.90313,2.51188,1.93028,,2.2958,2.20319,2.22167,2.25745,2.26109,2.28846,2.10806,2.18639,2.16653,2.15248,,1.94645,1.98839,1.94848,1.80541,1.86212,1.943,2.00541,1.9516,2.08914,1.9918,,0.349479,0.589546,0.370179,0.359433,0.363584,0.60079,0.374382,0.375854,0.36794,0.372406,,0.606993,0.613166,0.602642,0.592492,0.636072,0.60584,0.59066,0.586357,0.556235,0.615677,,0.80807,0.798798,0.784984,0.815594,0.781067,0.79692,0.818547,0.801588,0.767162,0.79525,,0.732749,0.722893,0.706514,0.710825,0.72451,0.715472,0.661661,0.681948,0.687684,0.68105
1.4368,1.19558,1.16447,1.01294,1.08811,1.09105,1.38138,1.2674,0.970504,,1.52735,1.39743,1.34062,1.2219,1.93456,1.02147,1.21406,1.53254,1.55993,1.46706,,0.791978,0.848844,0.892556,0.928472,1.05372,0.923612,0.565239,,0.672264,0.627849,0.654968,0.744903,1.33579,1.85876,2.61242,2.94978,2.58226,1.93882,,2.36604,2.27396,2.29897,2.33454,2.34084,2.36558,2.17588,2.26214,2.24054,2.22288,,2.01574,2.05541,1.9989,1.86317,1.94193,2.00221,2.07871,2.01225,2.15099,2.0744,,0.361216,0.601304,0.385775,0.371717,0.374617,0.611598,0.38636,0.38586,0.380035,0.38438,,0.626687,0.631729,0.624794,0.611311,0.656365,0.625341,0.61027,0.607672,0.575064,0.63643,,0.834778,0.823551,0.80871,0.840105,0.810923,0.822387,0.843779,0.82585,0.791267,0.820347,,0.755488,0.746029,0.730182,0.732282,0.748255,0.739263,0.683789,0.701528,0.710863,0.701527
1.47052,1.2361,1.1984,1.04739,1.11735,1.13509,1.42409,1.316,1.00306,,1.56974,1.45786,1.3781,1.26035,1.96577,1.05281,1.25893,1.575,1.6053,1.51623,,0.817103,0.874918,0.914993,0.957058,1.08444,0.957789,0.585753,,0.6926,0.645224,0.678939,0.77563,1.39498,1.91218,2.70998,3.02436,2.65941,2.0126,,2.4416,2.34555,2.37303,2.40434,2.41172,2.43728,2.2316,2.32662,2.30948,2.29732,,2.08381,2.11209,2.0555,1.92601,2.00075,2.05759,2.15035,2.07885,2.21387,2.13507,,0.373573,0.623635,0.396845,0.384982,0.388365,0.635092,0.395922,0.398167,0.391517,0.396675,,0.646897,0.651406,0.643782,0.631081,0.674722,0.645033,0.627504,0.62472,0.592498,0.657908,,0.859962,0.849686,0.837671,0.86457,0.83638,0.851946,0.866566,0.857069,0.817229,0.847105,,0.781759,0.768988,0.753245,0.754661,0.769853,0.759936,0.705552,0.721901,0.731824,0.723382
1.50578,1.26252,1.24115,1.07589,1.14989,1.17455,1.4629,1.35401,1.03091,,1.6001,1.50697,1.43229,1.30288,2.05899,1.0888,1.29153,1.61613,1.6511,1.57305,,0.842734,0.900833,0.947415,0.989096,1.12936,0.991605,0.605317,,0.72975,0.666366,0.700168,0.797445,1.43937,1.97625,2.90702,3.07148,2.73144,2.0769,,2.51849,2.42277,2.44343,2.48053,2.48911,2.50576,2.30638,2.40024,2.38348,2.36981,,2.14228,2.17275,2.1206,1.98208,2.05857,2.11877,2.21258,2.12969,2.29164,2.19834,,0.384118,0.649133,0.408276,0.396229,0.399691,0.672338,0.406966,0.410042,0.404262,0.408594,,0.667214,0.669685,0.663793,0.650946,0.693684,0.662113,0.647541,0.646774,0.614557,0.675797,,0.888616,0.873581,0.861682,0.893761,0.86283,0.871333,0.897207,0.884361,0.839734,0.873891,,0.809053,0.792644,0.775005,0.778416,0.792963,0.783773,0.726015,0.742821,0.754299,0.748832
1.54274,1.29877,1.27888,1.09893,1.18719,1.22325,1.49922,1.39077,1.05768,,1.64792,1.55029,1.47312,1.33567,2.09832,1.11686,1.32717,1.68608,1.69818,1.6074,,0.87058,0.932485,0.974459,1.01267,1.15351,1.01312,0.623492,,0.749673,0.682175,0.718402,0.823306,1.47513,2.02527,3.00831,3.15828,2.7821,2.21773,,2.6009,2.50095,2.50785,2.54961,2.56676,2.57654,2.37871,2.4703,2.46282,2.44028,,2.21057,2.23234,2.17164,2.0345,2.13047,2.18479,2.27599,2.19466,2.37066,2.25346,,0.39589,0.672135,0.420826,0.407038,0.412243,0.698328,0.419207,0.421577,0.415105,0.420038,,0.687418,0.685597,0.687081,0.671021,0.716422,0.682219,0.666045,0.667078,0.631715,0.696875,,0.91419,0.898199,0.887089,0.919595,0.888283,0.898125,0.922791,0.912977,0.86636,0.899417,,0.831763,0.816096,0.798835,0.801999,0.8133,0.806954,0.748743,0.766455,0.778159,0.769638
1.57332,1.35085,1.31663,1.12449,1.22106,1.26903,1.53059,1.4295,1.08475,,1.69015,1.58995,1.52417,1.37732,2.14046,1.14888,1.36681,1.73042,1.76502,1.65902,,0.904233,0.96101,0.996298,1.04844,1.18561,1.03563,0.640119,,0.766669,0.703249,0.746188,0.844612,1.52068,2.06259,3.12037,3.24336,2.83124,2.27011,,2.6767,2.57335,2.57494,2.61727,2.63771,2.65191,2.44919,2.54095,2.53205,2.51406,,2.26699,2.30072,2.2369,2.09504,2.19984,2.24242,2.33809,2.24832,2.43803,2.32805,,0.409245,0.68609,0.432576,0.418952,0.422934,0.710377,0.432723,0.434123,0.426985,0.432805,,0.709085,0.704634,0.707085,0.687425,0.736503,0.701168,0.68517,0.683839,0.648539,0.718923,,0.94,0.925289,0.91354,0.944968,0.916722,0.922119,0.945012,0.939075,0.89234,0.928873,,0.85519,0.839588,0.821461,0.823042,0.837843,0.826812,0.770568,0.786621,0.802961,0.791621
1.61161,1.3862,1.34793,1.17608,1.25259,1.29993,1.5623,1.48555,1.1286,,1.72009,1.6258,1.55798,1.41468,2.19453,1.17907,1.39764,1.77291,2.11489,1.69227,,0.935819,0.999821,1.02367,1.08949,1.21281,1.06935,0.659125,,0.785441,0.722874,0.766068,0.87043,1.56493,2.11652,3.23584,3.32284,2.89655,2.33597,,2.75109,2.71447,2.64677,2.69174,2.70601,2.73173,2.51709,2.61407,2.60851,2.58206,,2.33099,2.36463,2.29855,2.15708,2.28191,2.29926,2.40457,2.33031,2.50883,2.39878,,0.420326,0.698809,0.445084,0.42958,0.434222,0.733902,0.444946,0.447045,0.440029,0.444976,,0.727887,0.723022,0.726257,0.709062,0.754782,0.71975,0.703143,0.705157,0.667562,0.738572,,0.960931,0.952398,0.93755,0.972735,0.938736,0.945038,0.97248,0.962852,0.918116,0.953068,,0.880161,0.863229,0.8466,0.848252,0.861159,0.8499,0.792853,0.810129,0.825415,0.81417
1.65215,1.42446,1.38199,1.21127,1.28594,1.33154,1.60269,1.51906,1.15667,,1.76735,1.66745,1.59793,1.44795,2.22795,1.21464,1.43757,1.84931,2.15047,1.7516,,0.970424,1.05926,1.05311,1.12324,1.25029,1.11117,0.676992,,0.805135,0.747139,0.786283,0.898776,1.61179,2.17166,3.30674,3.4232,2.97294,2.40432,,2.83707,2.77395,2.71777,2.77345,2.78183,2.80144,2.58734,2.68508,2.68221,2.64836,,2.3957,2.43712,2.3525,2.21043,2.35002,2.34221,2.45843,2.39257,2.57655,2.4674,,0.431391,0.710316,0.458012,0.440758,0.448325,0.746075,0.456781,0.459733,0.451349,0.457727,,0.748182,0.741781,0.746661,0.728079,0.782319,0.739132,0.722913,0.725027,0.684611,0.756306,,0.984736,0.976971,0.961281,1.00039,0.964277,0.973117,0.99827,0.988991,0.94084,0.980424,,0.908376,0.886088,0.869036,0.871342,0.883295,0.874032,0.811981,0.830036,0.847171,0.83723
1.68485,1.45509,1.41328,1.24305,1.33087,1.3719,1.65627,1.56915,1.1853,,1.80852,1.70868,1.64145,1.48644,2.27221,1.24415,1.47783,1.89747,2.19487,1.79889,,0.995326,1.10124,1.08147,1.15258,1.28776,1.13962,0.694941,,0.823181,0.758532,0.803718,0.923462,1.65363,2.25853,3.39604,3.56573,3.02567,2.45585,,2.91241,2.84919,2.78618,2.85133,2.8552,2.8735,2.66465,2.75802,2.75528,2.72122,,2.46344,2.50341,2.41917,2.26673,2.42066,2.41457,2.5183,2.45471,2.6558,2.53643,,0.444164,0.723155,0.469973,0.453209,0.4591,0.770229,0.467585,0.472702,0.46706,0.469142,,0.768582,0.760853,0.769149,0.747171,0.800563,0.760202,0.739391,0.74407,0.700836,0.776694,,1.01268,1.00455,0.986068,1.02743,0.989315,1.00415,1.02244,1.01573,0.972094,1.00579,,0.930497,0.910413,0.893462,0.895476,0.907799,0.895842,0.834286,0.852264,0.867506,0.858747
1.71746,1.49093,1.45064,1.27322,1.36444,1.4028,1.70039,1.6019,1.21465,,1.85628,1.74701,1.67953,1.52039,2.30263,1.27336,1.51347,1.9494,2.23572,1.83701,,1.01822,1.12855,1.11164,1.18672,1.31343,1.16509,0.709015,,0.840127,0.777885,0.825966,0.942695,1.70075,2.3061,3.46371,3.7136,3.06791,2.51949,,2.98761,2.92713,2.86319,2.92227,2.9254,2.95026,2.73839,2.82749,2.82971,2.7929,,2.52346,2.57475,2.47837,2.32104,2.48331,2.47367,2.58285,2.51589,2.72446,2.60882,,0.454053,0.759363,0.481901,0.463602,0.469265,0.782454,0.479792,0.484538,0.478405,0.481608,,0.786864,0.782125,0.78884,0.764816,0.818878,0.778929,0.758392,0.76667,0.72017,0.794097,,1.03978,1.02879,1.0135,1.05276,1.01521,1.02841,1.04973,1.03975,0.995525,1.03209,,0.953731,0.939356,0.915205,0.917203,0.929515,0.918448,0.854802,0.877056,0.887546,0.882111
1.7438,1.52906,1.48141,1.31463,1.39596,1.43781,1.73534,1.64131,1.26937,,1.92518,1.78135,1.72143,1.55026,2.33155,1.30554,1.54767,2.04846,2.28457,1.87741,,1.05313,1.1891,1.14375,1.21932,1.35142,1.19129,0.727208,,0.861103,0.79936,0.845774,0.973975,1.73202,2.37063,3.46938,3.795,3.17522,2.5984,,3.06638,2.9986,2.93487,2.99956,2.99783,3.01418,2.81077,2.8956,2.90577,2.86309,,2.59851,2.63403,2.53876,2.38181,2.56573,2.55218,2.64951,2.58465,2.79249,2.66492,,0.464768,0.771328,0.492621,0.476086,0.47988,0.832657,0.490308,0.496603,0.490012,0.493229,,0.806334,0.801623,0.807015,0.784993,0.839865,0.798806,0.776541,0.78724,0.740141,0.815291,,1.06006,1.05419,1.0377,1.07971,1.04384,1.05417,1.07925,1.06554,1.02021,1.05838,,0.975404,0.96202,0.939536,0.939775,0.951965,0.940352,0.879036,0.898592,0.911612,0.903887
1.77489,1.55754,1.51545,1.33841,1.44926,1.46678,1.77561,1.69039,1.29352,,1.96505,1.82725,1.75733,1.57779,2.36784,1.33569,1.58654,2.08833,2.32641,1.91678,,1.07751,1.22872,1.17211,1.25426,1.38243,1.24041,0.746145,,0.882177,0.816879,0.870226,1.00125,1.82957,2.42471,3.53896,3.89545,3.25891,2.65169,,3.13983,3.07216,2.99862,3.07084,3.07117,3.08582,2.88724,2.96443,2.97441,2.93062,,2.64733,2.70444,2.59869,2.44362,2.6325,2.60718,2.70643,2.64216,2.88024,2.73428,,0.477578,0.783603,0.505776,0.487969,0.492547,0.844564,0.501957,0.507305,0.503782,0.505237,,0.826844,0.820602,0.828288,0.806854,0.860975,0.818493,0.793597,0.807355,0.759029,0.832986,,1.08486,1.08201,1.06687,1.11124,1.07132,1.08244,1.10694,1.09319,1.04538,1.08357,,0.997689,0.986168,0.96377,0.963776,0.975934,0.964528,0.899363,0.9219,0.933153,0.927253
1.80297,1.62486,1.57238,1.36614,1.4832,1.49572,1.80456,1.72951,1.32629,,2.01668,1.8704,1.7947,1.62278,2.47195,1.37227,1.62302,2.12458,2.38157,1.95958,,1.10493,1.25635,1.20257,1.28422,1.41176,1.26447,0.766168,,0.901375,0.837661,0.887956,1.02041,1.87233,2.47926,3.63877,3.98109,3.33929,2.75977,,3.21438,3.1477,3.07277,3.14174,3.14686,3.158,2.954,3.03554,3.04872,3.00709,,2.71283,2.76739,2.65576,2.49972,2.7047,2.66921,2.76706,2.70167,2.95201,2.7919,,0.489444,0.795728,0.516912,0.499696,0.504312,0.867936,0.5164,0.520153,0.514478,0.51863,,0.844916,0.840501,0.847195,0.826756,0.88399,0.835714,0.810893,0.827422,0.778191,0.850935,,1.11046,1.10797,1.09333,1.13496,1.09663,1.10906,1.13147,1.11844,1.07024,1.10646,,1.02131,1.00765,0.988987,0.988278,0.997119,0.985546,0.92079,0.94205,0.957735,0.948985
1.84023,1.65736,1.62329,1.39608,1.51059,1.55097,1.84258,1.76062,1.35178,,2.05947,1.91189,1.85192,1.65337,2.49906,1.41459,1.66391,2.17879,2.41995,2.01544,,1.12658,1.28836,1.23636,1.31827,1.4445,1.2915,0.78293,,0.923539,0.858064,0.909482,1.04751,1.91559,2.55136,3.72073,4.00279,3.39785,2.87546,,3.29584,3.21786,3.14959,3.20968,3.21647,3.23349,3.02643,3.10639,3.12203,3.0702,,2.76884,2.83136,2.72641,2.56287,2.77136,2.73158,2.83337,2.75739,3.01022,2.85526,,0.501268,0.822396,0.52841,0.511754,0.514643,0.893395,0.526798,0.532779,0.528635,0.529369,,0.864547,0.860373,0.868177,0.850289,0.904797,0.856427,0.831361,0.846998,0.796227,0.871952,,1.13357,1.1336,1.11915,1.16588,1.12463,1.13209,1.15616,1.14493,1.09914,1.13463,,1.04406,1.03122,1.01012,1.01126,1.01783,1.00523,0.945379,0.966635,0.98114,0.971352
1.86944,1.68724,1.652,1.42079,1.55031,1.59547,1.88208,1.82404,1.39855,,2.10405,1.94601,1.89978,1.70276,2.593,1.44907,1.69715,2.22579,2.46366,2.04762,,1.14578,1.32264,1.27178,1.34715,1.4697,1.32137,0.799486,,0.939166,0.876983,0.928156,1.07173,1.95415,2.64209,3.77737,4.09341,3.44651,2.96209,,3.36666,3.28544,3.22394,3.28706,3.29156,3.31361,3.09602,3.17427,3.1922,3.14247,,2.83238,2.88745,2.79111,2.62765,2.83734,2.81285,2.89556,2.8151,3.08695,2.92015,,0.513788,0.869747,0.539452,0.525215,0.526891,0.905933,0.539857,0.546822,0.539985,0.54194,,0.884486,0.878793,0.889824,0.869863,0.928039,0.879789,0.84755,0.865958,0.815101,0.892547,,1.16175,1.16235,1.14353,1.19051,1.1487,1.15883,1.18498,1.1738,1.12283,1.15886,,1.0721,1.055,1.03396,1.0348,1.04074,1.02637,0.966703,0.98846,1.0029,0.991793
1.92367,1.71772,1.68425,1.45657,1.57691,1.63089,1.91391,1.86218,1.43015,,2.14728,1.99505,1.9535,1.74256,2.63106,1.49378,1.73347,2.27751,2.52142,2.1038,,1.16456,1.36063,1.29857,1.37575,1.51339,1.34931,0.815726,,0.981761,0.897517,0.949299,1.09671,1.99685,2.71381,3.85889,4.17318,3.48481,3.04567,,3.43731,3.35688,3.29414,3.35899,3.36531,3.3838,3.16932,3.24856,3.25942,3.21292,,2.87892,2.94429,2.8619,2.68912,2.90449,2.87315,2.95449,2.88406,3.15165,2.98745,,0.525184,0.882983,0.551242,0.536604,0.539803,0.917229,0.552198,0.558384,0.552526,0.554991,,0.903339,0.897761,0.907925,0.889819,0.946085,0.898735,0.865295,0.88457,0.833696,0.914389,,1.18723,1.18655,1.17285,1.2202,1.1731,1.18513,1.21094,1.20102,1.14841,1.188,,1.09574,1.07895,1.05866,1.06002,1.06396,1.05062,0.988408,1.01414,1.02444,1.01333
